1,9345
2,9345
3,9345
4,9345
5,9345
6,9345
7,9345
8,9345
9,9345
10,9345
11,9345
12,9345
13,8321
14,8321
15,8321
16,8321
17,9345
18,9345
19,9345
20,9345
21,9345
22,9345
23,9345
24,9345
25,9345
26,9345
27,9345
28,9345
29,8321
30,8321
31,8321
32,8321
33,15776
34,11660
35,15776
36,11660
37,15776
38,11660
39,15776
40,11660
41,15776
42,11660
43,15776
44,11660
45,14752
46,10636
47,14752
48,10636
49,15808
50,11692
51,15776
52,11660
53,15808
54,11692
55,15776
56,11660
57,15808
58,11692
59,15776
60,11660
61,14784
62,10668
63,14752
64,10636
65,9408
66,9388
67,9408
68,9388
69,9408
70,9388
71,9408
72,9388
73,9408
74,9388
75,9408
76,9388
77,8384
78,8364
79,8384
80,8364
81,9408
82,9388
83,9408
84,9388
85,9408
86,9388
87,9408
88,9388
89,9408
90,9388
91,9408
92,9388
93,8384
94,8364
95,8384
96,8364
97,15808
98,11692
99,15808
100,11692
101,15808
102,11692
103,15808
104,11692
105,15808
106,11692
107,15808
108,11692
109,14784
110,10668
111,14784
112,10668
113,15808
114,11692
115,15808
116,11692
117,15808
118,11692
119,15808
120,11692
121,15808
122,11692
123,15808
124,11692
125,14784
126,10668
127,14784
128,10668
129,9345
130,9345
131,9345
132,9345
133,9345
134,9345
135,9345
136,9345
137,9345
138,9345
139,9345
140,9345
141,8321
142,8321
143,8321
144,8321
145,9345
146,9345
147,9345
148,9345
149,9345
150,9345
151,9345
152,9345
153,9345
154,9345
155,9345
156,9345
157,8321
158,8321
159,8321
160,8321
161,15775
162,11659
163,15775
164,11659
165,15775
166,11659
167,15775
168,11659
169,15775
170,11659
171,15775
172,11659
173,14751
174,10635
175,14751
176,10635
177,15807
178,11691
179,15775
180,11659
181,15807
182,11691
183,15775
184,11659
185,15807
186,11691
187,15775
188,11659
189,14783
190,10667
191,14751
192,10635
193,9407
194,9387
195,9407
196,9387
197,9407
198,9387
199,9407
200,9387
201,9407
202,9387
203,9407
204,9387
205,8383
206,8363
207,8383
208,8363
209,9407
210,9387
211,9407
212,9387
213,9407
214,9387
215,9407
216,9387
217,9407
218,9387
219,9407
220,9387
221,8383
222,8363
223,8383
224,8363
225,15807
226,11691
227,15807
228,11691
229,15807
230,11691
231,15807
232,11691
233,15807
234,11691
235,15807
236,11691
237,14783
238,10667
239,14783
240,10667
241,15807
242,11691
243,15807
244,11691
245,15807
246,11691
247,15807
248,11691
249,15807
250,11691
251,15807
252,11691
253,14783
254,10667
255,14783
256,10667
257,8193
258,8193
259,8193
260,8193
261,8193
262,8193
263,8193
264,8193
265,8193
266,8193
267,8193
268,8193
269,8193
270,8193
271,8193
272,8193
273,8193
274,8193
275,8193
276,8193
277,8193
278,8193
279,8193
